# Constructed from biom file
#OTU ID	old_G1_R1	old_G1_R2	old_G1_R3	old_G3_R1	old_G3_R2	old_G3_R3	old_G5_R1	old_G5_R2	old_G5_R3	old_G7_R1	old_G7_R2	old_G7_R3
afcd5650e4edc3f5751241de29b9a986	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	67.0	0.0	0.0	0.0
2674049097d491f86258fdad000c987b	42.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c7ae8eaf02e3f628d859336cfdece0bb	0.0	0.0	0.0	0.0	0.0	0.0	36.0	65.0	39.0	0.0	0.0	0.0
e0630d832b3e7662b04948eee50f513f	0.0	39.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0
d2f0b7aa54805da3bd5daa4b5b2a9dd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0
1cc5a546345a4c5613315413abb0402a	47.0	40.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
626df6199350c0670bbc9368597b32aa	0.0	0.0	0.0	0.0	69.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
5cf5144356ab2ce7182b30bdeb0de4de	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8ae5dae3d4743ae12259a4e845f62805	7.0	0.0	0.0	0.0	66.0	23.0	16.0	0.0	0.0	0.0	0.0	0.0
a8e0687f2a8e9c845676b794bc8d0110	11.0	0.0	0.0	0.0	13.0	0.0	21.0	28.0	24.0	0.0	0.0	0.0
bea18d90b10ebf12f54a2aeb6f4e4ba8	0.0	0.0	0.0	0.0	0.0	0.0	61.0	36.0	0.0	0.0	0.0	0.0
996b4c6c951b7e846e6dd56f69ce95bb	14.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f984ce607146d46eac58869c144d07d3	0.0	0.0	0.0	39.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
cf6706b8c739978f59139594764f4a41	0.0	0.0	0.0	19.0	27.0	17.0	0.0	0.0	27.0	0.0	0.0	0.0
576383eddf1243bc40ef7632146e7441	11.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
b7d35faaea7ed7621e9077bcffd9f3c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0
3bcaedd140376998dc7aedbfa9e45ebd	0.0	0.0	0.0	19.0	27.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
fcb626905a640dce08cc29dc8767b118	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
1442da38c05793c2a76b0fe6354e5719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0
1149acd6d97422d2c0b3ee96121e9391	11.0	6.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33fb0efa74acd3441b431c2b35640342	19.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4c75d454830846284fe7be36b696899f	19.0	14.0	14.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f7625b570b248fec39d7aa3d1f4b2041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0
0625c96aac11a1a01be148964c72ae17	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	19.0	0.0
9b86450e4cb7947c30b9ff406a27ba47	0.0	20.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5de7fa94552fa28749771603601ef008	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ac976739762df4099b65802d0faa377d	27.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203b3902a91a51afe8507e3cf7ee11e4	0.0	0.0	0.0	0.0	17.0	0.0	5.0	3.0	4.0	0.0	0.0	0.0
3c5d08aae1864d0a896d0cff61f8af18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0
44ff15ffeb1646a0bb60c850ef45970a	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0
08a40b8c4d5d286dbca397f68ede25c3	8.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a9fe33e6dc72fc0ae663003e16474e63	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6809a6a82cd7c71398115a4324533c32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0
abc46f104cf1ae514da7606a8b574f1d	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253b6f92d42e02044473a45a7aa2a2d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
2fcd0ed5a4b4e26b69173b57a35db214	11.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818667f8a2f5bd01819470f86ba6c827	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0
87c764acc8036f271c02369d1d9cefda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
aa805300cb2b2a54262bef233d358308	16.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
c2006ddb1af7b33adf2ff91de81856ad	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9797ff86c2dea6d038e7c8d107b8fcb1	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9e53f57eb85bbf618190b73ef73e18b5	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
a334b4ff3869cd22e87fe2b9acb8813b	0.0	0.0	0.0	8.0	18.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
9119e810f0f5412d444ed6c265d9c403	0.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	8.0	0.0	0.0	0.0
e9151553a320deb2c553cadfec67758b	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f82ec431bbeffac63f012a26ba1c3ead	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6cd2cb82d8863350df2eedf39a0a4d56	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31c55fc0bac220c2c5d92a18fc2fbaf9	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0142133b7cd44e90f92ce01461117ad4	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
f5d6745c17581936dc27736a03e9fba4	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a837c15419db7776b80696df10c102ae	0.0	0.0	0.0	15.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0908250414f26d371df33158b4ab7302	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b07bcd10096c2cdf614a9a5505d753a3	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d7cb7c82adb38677b1ce09d2d1029866	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20480e63da424a5df1313d919a7d216e	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
fdc0d73f1b55a4b257d9be6aa75e0625	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43a5d40012d610f69e5de0563cd2849e	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
445b26a6248ba0b45d991d958550476f	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09d39bd67427dd3d2f3a2969623c73c2	0.0	11.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cb8df0f3e7284b1c8f9e6bd649175c26	10.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2506a91ba2104d96e3441deb25ca508d	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ab65690c1d9824e2a8511cd63b8b4bcf	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3c26792b67d8f65c07aa463454b3a7a9	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31b8045d1de69eb4bd7f7a6dde25e4dc	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f84d3682b9e62eea6a51c12d192d2313	0.0	0.0	0.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
b22016aa38981b208b71c37e6d3a4b9d	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9f03afe7d7cf32e9d9c9eb981a217d34	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02bc8061bb8edb9f491dea1b0938c437	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9f2c7c5cfbc09e54b364ea4ce0dfbcb	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ec195c695009b69704cb112864d63d71	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0e2814bb8c221be610022843b825d016	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965e9f141c94aee7924fe8cc5022aa79	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a79095857613e8c0d1863d44ce03826	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
b724ddf286f3e1ffd6108981f6d60590	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6592b0438a00964f23900c9a51aade66	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8dce4ab2f380ecfcc8c41a58eedfbaa5	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb6a8e7b153a8deae7a77176c7454904	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f317c14f0cd978fa6a950dfdf0f25d9	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72bf4d4c01f0d4a950eb248c172739b4	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413a930ce5359c3fa5d428848cbee37c	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3fa905ae1a19ea0876d2a265ebb135d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
d4a61c2438403efb42a9d281e80839d5	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
83fbe65a62a0039019ae7519c41b0d6e	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303b4a159c7e5ce1f0058f67215c0571	0.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b73d9b0696287208365012eb734df9e	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	6.0	0.0	0.0	0.0
3ad091b559bfa5ce5150b8c3261d2baa	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e8f2afac3178389b9978603b61eac430	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2493b3f66aed04dbb74a5a3b3adba20b	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09a377d7f92fca4beb45d0fd3aaf171f	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11c687ed16f0b0e0fb4d91eccf820e5c	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3eedc5959ad2295bdad3cf3c04ca2125	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192940ccc2e4332234ec76f814f161b5	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b6e3ef2f92d112be293a9829dc5bfdab	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6010f40197fddaf62b3a088ffc998e83	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
5a8a907a988b0750cad40af675d70221	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2443b2d168474725482cff2c03c4da10	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b3fc90754168f93ac8e26d009dc3b529	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8d726c29597c5e0e7dd0d68c305d4a4f	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
257c2024303fb301dc379f06b9d1b930	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e6967fdffb9051e7341b20956bf6ba6b	4.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47be9fb1a47621978333d7990e2062bf	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5bf1ac7791505c237e6b6fb167057104	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286f773c65d758fbef3286f913c4ea8c	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58068e4e5f529d16fada2794e3141838	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef1bb2a9563a642c1bad95cef00c773d	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05bec8d7faca11dbdf1f80042758ca37	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5b3851894fd0b902beea6bea3a182ed4	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14b30b3fd7f0d90d7d701bc069d86641	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738e264c157fe3c3db6c4dde7aa6a74a	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a3467e9c08ad578ee0915fc11f4901c	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
514734786c9af1e8dea844e1675b5f04	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6c81a818917f77950d1b2db8ca8306c6	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
6a7b31c30624c8ebeb09337714364eef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
93c83fd0a1c657406d180244633c5791	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1210804c4f2e3929883991cee531926d	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6700bdee31532ebfca2d3a3654bd50d6	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8861b785d7951c3acc9b1be613206289	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b0b4432de84c74b844808b941d6d8b9	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797d1182ed1f85d325d743816071e716	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b6d707edbdc317da8ca5610e1301abab	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
95d6b3fe710b7289db323fb874191674	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bfb5a5103ef1d2ac71b333951cb666a0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a253658fb741b1278c9b296e6d8b3248	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a8d652be10253eb408da4d07755e9ef9	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415f7df7c321e0d5a3d37fb5ed9ccd3e	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b8d4e0471513c24758aacf10be66a47	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7e0b6ec4372c965103b5d55e19b78e10	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e979824143f17bc1e06f078259ae8e9a	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f26bdefd573398a35440df1de5ce171f	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2980e520784142906eadc2bfd5ba6bfa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
4e1f492ae56a2dea1c83e2352d9c7fec	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a00f24769e42e2a3993982e850a3ce5e	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44b58582c538892b0d3ed504299b6890	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65a0f8996b02f73a5036a8d31506a964	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02763345ad0e7e865da8dc22f719d590	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
f43319d2dfe953659228b684ce4fcb93	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
099a6b972085d18212e97e2b2be5f3ef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
b6a4bbab6b11d38fce41ad5ffd74b61e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
1fdfbfdcc2a88f46aca8c395619d7390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
8eb29131d1735ee3aa3ba4b378f0bb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
5f55eac87a1a5c2248b6b558782136bf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
d54810b00bf3d52efbea5b0e866d4312	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a08c95fd461db808dabd8fe951b4e3a5	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4df8976540ecfc9b467f21ca1642ed79	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
